city,Year,Population
San Juan Capistrano city,2018,35902.0
San Leandro city,2018,89713.0
San Luis Obispo city,2018,47300.0
San Marcos city,2018,96480.0
San Marino city,2018,13137.0
San Mateo city,2018,104885.0
San Pablo city,2018,31100.0
San Rafael city,2018,58704.0
San Ramon city,2018,75851.0
Santa Ana city,2018,331912.0
Santa Barbara city,2018,91203.0
Santa Clara city,2018,129085.0
Santa Clarita city,2018,213549.0
Santa Cruz city,2018,64643.0
Santa Fe Springs city,2018,17774.0
Santa Maria city,2018,107218.0
Santa Monica city,2018,91106.0
Santa Paula city,2018,29930.0
Santa Rosa city,2018,176750.0
Santee city,2018,57944.0
Saratoga city,2018,30535.0
Sausalito city,2018,7101.0
Scotts Valley city,2018,11817.0
Seal Beach city,2018,24050.0
Seaside city,2018,33782.0
Sebastopol city,2018,7833.0
Selma city,2018,24758.0
Shafter city,2018,19998.0
Shasta Lake city,2018,10236.0
Sierra Madre city,2018,10879.0
Signal Hill city,2018,11516.0
Simi Valley city,2018,125438.0
Solana Beach city,2018,13339.0
Soledad city,2018,25968.0
Solvang city,2018,5861.0
Sonoma city,2018,11227.0
Sonora city,2018,4859.0
South El Monte city,2018,20729.0
South Gate city,2018,94135.0
South Lake Tahoe city,2018,22052.0
South Pasadena city,2018,25530.0
South San Francisco city,2018,67617.0
Stanton city,2018,38172.0
Stockton city,2018,311628.0
Suisun City city,2018,29660.0
Sunnyvale city,2018,152807.0
Susanville city,2018,15102.0
Sutter Creek city,2018,2614.0
Taft city,2018,9381.0
Tehachapi city,2018,12399.0
Tehama city,2018,422.0
Temecula city,2018,114614.0
Temple City city,2018,36008.0
Thousand Oaks city,2018,127279.0
Tiburon town,2018,9121.0
Torrance city,2018,144706.0
Tracy city,2018,91818.0
Trinidad city,2018,360.0
Truckee town,2018,16537.0
Tulare city,2018,64274.0
Tulelake city,2018,982.0
Turlock city,2018,73396.0
Tustin city,2018,79578.0
Twentynine Palms city,2018,26371.0
Ukiah city,2018,16151.0
Union City city,2018,74560.0
Upland city,2018,76833.0
Vacaville city,2018,99949.0
Vallejo city,2018,121677.0
Vernon city,2018,111.0
Victorville city,2018,121952.0
Villa Park city,2018,5823.0
Visalia city,2018,133428.0
Vista city,2018,100784.0
Walnut city,2018,29910.0
Walnut Creek city,2018,69843.0
Wasco city,2018,27915.0
Waterford city,2018,8936.0
Watsonville city,2018,53875.0
Weed city,2018,2695.0
West Covina city,2018,105964.0
West Hollywood city,2018,36687.0
Westlake Village city,2018,8327.0
Westminster city,2018,90742.0
Westmorland city,2018,2270.0
West Sacramento city,2018,53601.0
Wheatland city,2018,3869.0
Whittier city,2018,85791.0
Wildomar city,2018,37086.0
Williams city,2018,5242.0
Willits city,2018,4925.0
Willows city,2018,6004.0
Windsor town,2018,27769.0
Winters city,2018,7277.0
Woodlake city,2018,7621.0
Woodland city,2018,60474.0
Woodside town,2018,5504.0
Yorba Linda city,2018,67589.0
Yountville city,2018,2982.0
Yreka city,2018,7523.0
Yuba City city,2018,66695.0
Yucaipa city,2018,53557.0
Yucca Valley town,2018,21691.0
Adelanto city,2019,34049.0
Agoura Hills city,2019,20222.0
Alameda city,2019,77624.0
Albany city,2019,19696.0
Alhambra city,2019,83750.0
Aliso Viejo city,2019,50887.0
Alturas city,2019,2563.0
Amador City city,2019,190.0
American Canyon city,2019,20475.0
Anaheim city,2019,350365.0
Anderson city,2019,10630.0
Angels city,2019,3956.0
Antioch city,2019,111502.0
Apple Valley town,2019,73453.0
Arcadia city,2019,57939.0
Arcata city,2019,18431.0
Arroyo Grande city,2019,17976.0
Artesia city,2019,16601.0
Arvin city,2019,21851.0
Atascadero city,2019,30075.0
Atherton town,2019,7137.0
Atwater city,2019,29559.0
Auburn city,2019,14195.0
Avalon city,2019,3681.0
Avenal city,2019,13496.0
Azusa city,2019,49974.0
Bakersfield city,2019,384145.0
Baldwin Park city,2019,75251.0
Banning city,2019,31221.0
Barstow city,2019,23915.0
Beaumont city,2019,51063.0
Bell city,2019,35521.0
Bellflower city,2019,76435.0
Bell Gardens city,2019,42012.0
Belmont city,2019,26941.0
Belvedere city,2019,2104.0
Benicia city,2019,28240.0
Berkeley city,2019,121363.0
Beverly Hills city,2019,33792.0
Big Bear Lake city,2019,5279.0
Biggs city,2019,1879.0
Bishop city,2019,3747.0
Blue Lake city,2019,1245.0
Blythe city,2019,19682.0
Bradbury city,2019,1070.0
Brawley city,2019,26227.0
Brea city,2019,43255.0
Brentwood city,2019,64474.0
Brisbane city,2019,4671.0
Buellton city,2019,5102.0
Buena Park city,2019,81788.0
Burbank city,2019,102511.0
Burlingame city,2019,30889.0
Calabasas city,2019,23853.0
Calexico city,2019,39825.0
California City city,2019,14198.0
Calimesa city,2019,9160.0
Calipatria city,2019,7114.0
Calistoga city,2019,5247.0
Camarillo city,2019,69888.0
Campbell city,2019,41793.0
Canyon Lake city,2019,11280.0
Capitola city,2019,10010.0
Carlsbad city,2019,115382.0
Carmel-by-the-Sea city,2019,3811.0
Carpinteria city,2019,13385.0
Carson city,2019,91394.0
Cathedral City city,2019,55007.0
Ceres city,2019,48706.0
Cerritos city,2019,49859.0
Chico city,2019,103301.0
Chino city,2019,94371.0
Chino Hills city,2019,83853.0
Chowchilla city,2019,18310.0
Chula Vista city,2019,274492.0
Citrus Heights city,2019,87796.0
Claremont city,2019,36266.0
Clayton city,2019,12265.0
Clearlake city,2019,15267.0
Cloverdale city,2019,8656.0
Clovis city,2019,114584.0
Coachella city,2019,45743.0
Coalinga city,2019,17179.0
Colfax city,2019,2002.0
Colma town,2019,1489.0
Colton city,2019,54824.0
Colusa city,2019,6060.0
Commerce city,2019,12661.0
Compton city,2019,95605.0
Concord city,2019,129295.0
Corcoran city,2019,21960.0
Corning city,2019,7710.0
Corona city,2019,169868.0
Coronado city,2019,23731.0
Corte Madera town,2019,9751.0
Costa Mesa city,2019,113003.0
Cotati city,2019,7410.0
Covina city,2019,47450.0
Crescent City city,2019,6787.0
Cudahy city,2019,23569.0
Culver City city,2019,39185.0
Cupertino city,2019,59276.0
Cypress city,2019,49006.0
Daly City city,2019,106280.0
Dana Point city,2019,33577.0
Danville town,2019,44510.0
Davis city,2019,69413.0
Delano city,2019,53573.0
Del Mar city,2019,4319.0
Del Rey Oaks city,2019,1654.0
Desert Hot Springs city,2019,28878.0
Diamond Bar city,2019,55720.0
Dinuba city,2019,24461.0
Dixon city,2019,20698.0
Dorris city,2019,897.0
Dos Palos city,2019,5527.0
Downey city,2019,111126.0
Duarte city,2019,21271.0
Dublin city,2019,64826.0
Dunsmuir city,2019,1564.0
East Palo Alto city,2019,29314.0
Eastvale city,2019,64157.0
El Cajon city,2019,102708.0
El Centro city,2019,44079.0
El Cerrito city,2019,25508.0
Elk Grove city,2019,174775.0
El Monte city,2019,115487.0
El Paso de Robles (Paso Robles) city,2019,32153.0
El Segundo city,2019,16610.0
Emeryville city,2019,12086.0
Encinitas city,2019,62709.0
Escalon city,2019,7574.0
Escondido city,2019,151625.0
Etna city,2019,718.0
Eureka city,2019,26710.0
Exeter city,2019,10485.0
Fairfax town,2019,7522.0
Fairfield city,2019,117133.0
Farmersville city,2019,10703.0
Ferndale city,2019,1352.0
Fillmore city,2019,15870.0
Firebaugh city,2019,8296.0
Folsom city,2019,81328.0
Fontana city,2019,214547.0
Fort Bragg city,2019,7291.0
Fort Jones city,2019,692.0
Fortuna city,2019,12259.0
Foster City city,2019,33901.0
Fountain Valley city,2019,55357.0
Fowler city,2019,6790.0
Fremont city,2019,241110.0
Fresno city,2019,531576.0
Fullerton city,2019,138632.0
Galt city,2019,26536.0
Gardena city,2019,59329.0
Garden Grove city,2019,171644.0
Gilroy city,2019,59032.0
Glendale city,2019,199303.0
Glendora city,2019,51544.0
Goleta city,2019,30911.0
Gonzales city,2019,8306.0
Grand Terrace city,2019,12584.0
Grass Valley city,2019,12817.0
Greenfield city,2019,17516.0
Gridley city,2019,7246.0
Grover Beach city,2019,13459.0
Guadalupe city,2019,7783.0
Gustine city,2019,5882.0
Half Moon Bay city,2019,12932.0
Hanford city,2019,57703.0
Hawaiian Gardens city,2019,14159.0
Hawthorne city,2019,86068.0
Hayward city,2019,159203.0
Healdsburg city,2019,11845.0
Hemet city,2019,85334.0
Hercules city,2019,26276.0
Hermosa Beach city,2019,19320.0
Hesperia city,2019,95750.0
Hidden Hills city,2019,1890.0
Highland city,2019,55417.0
Hillsborough town,2019,11387.0
Hollister city,2019,40740.0
Holtville city,2019,6621.0
Hughson city,2019,7565.0
Huntington Beach city,2019,199223.0
Huntington Park city,2019,57509.0
Huron city,2019,7281.0
Imperial city,2019,18120.0
Imperial Beach city,2019,27440.0
Indian Wells city,2019,5470.0
Indio city,2019,91765.0
Industry city,2019,202.0
Inglewood city,2019,108151.0
Ione city,2019,8568.0
Irvine city,2019,287401.0
Irwindale city,2019,1446.0
Isleton city,2019,844.0
Jackson city,2019,4840.0
Jurupa Valley city,2019,109527.0
Kerman city,2019,15282.0
King City city,2019,14077.0
Kingsburg city,2019,12108.0
La Cañada Flintridge city,2019,20009.0
Lafayette city,2019,26638.0
Laguna Beach city,2019,22827.0
Laguna Hills city,2019,31207.0
Laguna Niguel city,2019,66385.0
Laguna Woods city,2019,15850.0
La Habra city,2019,60513.0
La Habra Heights city,2019,6492.0
Lake Elsinore city,2019,69283.0
Lake Forest city,2019,85531.0
Lakeport city,2019,5006.0
Lakewood city,2019,79307.0
La Mesa city,2019,59249.0
La Mirada city,2019,48183.0
Lancaster city,2019,157601.0
La Palma city,2019,15428.0
La Puente city,2019,39614.0
La Quinta city,2019,41748.0
Larkspur city,2019,12254.0
Lathrop city,2019,24483.0
La Verne city,2019,31974.0
Lawndale city,2019,32389.0
Lemon Grove city,2019,26811.0
Lemoore city,2019,26725.0
Lincoln city,2019,48275.0
Lindsay city,2019,13463.0
Live Oak city,2019,8912.0
Livermore city,2019,90189.0
Livingston city,2019,14896.0
Lodi city,2019,67586.0
Loma Linda city,2019,24482.0
Lomita city,2019,20320.0
Lompoc city,2019,42853.0
Long Beach city,2019,462628.0
Loomis town,2019,6866.0
Los Alamitos city,2019,11399.0
Los Altos city,2019,30089.0
Los Altos Hills town,2019,8423.0
Los Angeles city,2019,3979576.0
Los Banos city,2019,41036.0
Los Gatos town,2019,30222.0
Loyalton city,2019,702.0
Lynwood city,2019,69887.0
McFarland city,2019,15506.0
Madera city,2019,65860.0
Malibu city,2019,11820.0
Mammoth Lakes town,2019,8235.0
Manhattan Beach city,2019,35183.0
Manteca city,2019,83028.0
Maricopa city,2019,1192.0
Marina city,2019,22781.0
Martinez city,2019,38297.0
Marysville city,2019,12476.0
Maywood city,2019,26973.0
Mendota city,2019,11511.0
Menifee city,2019,94756.0
Menlo Park city,2019,34698.0
Merced city,2019,83676.0
Millbrae city,2019,22394.0
Mill Valley city,2019,14259.0
Milpitas city,2019,84196.0
Mission Viejo city,2019,94381.0
Modesto city,2019,215196.0
Monrovia city,2019,36331.0
Montague city,2019,1398.0
Montclair city,2019,40083.0
Montebello city,2019,61954.0
Monterey city,2019,28178.0
Monterey Park city,2019,59669.0
Monte Sereno city,2019,3427.0
Moorpark city,2019,36375.0
Moraga town,2019,17783.0
Moreno Valley city,2019,213055.0
Morgan Hill city,2019,45952.0
Morro Bay city,2019,10543.0
Mountain View city,2019,82739.0
Mount Shasta city,2019,3274.0
Murrieta city,2019,116223.0
Napa city,2019,78130.0
National City city,2019,61394.0
Needles city,2019,4976.0
Nevada City city,2019,3148.0
Newark city,2019,49149.0
Newman city,2019,11784.0
Newport Beach city,2019,84534.0
Norco city,2019,26604.0
Norwalk city,2019,103949.0
Novato city,2019,55516.0
Oakdale city,2019,23596.0
Oakland city,2019,433031.0
Oakley city,2019,42543.0
Oceanside city,2019,175742.0
Ojai city,2019,7470.0
Ontario city,2019,185010.0
Orange city,2019,138669.0
Orange Cove city,2019,10273.0
Orinda city,2019,19926.0
Orland city,2019,7827.0
Oroville city,2019,20737.0
Oxnard city,2019,208881.0
Pacifica city,2019,38546.0
Pacific Grove city,2019,15413.0
Palmdale city,2019,155079.0
Palm Desert city,2019,53275.0
Palm Springs city,2019,48518.0
Palo Alto city,2019,65364.0
Palos Verdes Estates city,2019,13273.0
Paradise town,2019,4476.0
Paramount city,2019,53955.0
Parlier city,2019,15618.0
Pasadena city,2019,141029.0
Patterson city,2019,22524.0
Perris city,2019,79291.0
Petaluma city,2019,60520.0
Pico Rivera city,2019,62027.0
Piedmont city,2019,11135.0
Pinole city,2019,19250.0
Pismo Beach city,2019,8168.0
Pittsburg city,2019,72588.0
Placentia city,2019,51233.0
Placerville city,2019,11175.0
Pleasant Hill city,2019,34839.0
Pleasanton city,2019,81777.0
Plymouth city,2019,1076.0
Point Arena city,2019,449.0
Pomona city,2019,151691.0
Porterville city,2019,59599.0
Port Hueneme city,2019,21926.0
Portola city,2019,1930.0
Portola Valley town,2019,4568.0
Poway city,2019,49323.0
Rancho Cordova city,2019,75087.0
Rancho Cucamonga city,2019,177603.0
Rancho Mirage city,2019,18528.0
Rancho Palos Verdes city,2019,41530.0
Rancho Santa Margarita city,2019,47896.0
Red Bluff city,2019,14539.0
Redding city,2019,92590.0
Redlands city,2019,71513.0
Redondo Beach city,2019,66749.0
Redwood City city,2019,85925.0
Reedley city,2019,25658.0
Rialto city,2019,103526.0
Richmond city,2019,110567.0
Ridgecrest city,2019,28973.0
Rio Dell city,2019,3349.0
Rio Vista city,2019,9718.0
Ripon city,2019,16386.0
Riverbank city,2019,24881.0
Riverside city,2019,331360.0
Rocklin city,2019,68823.0
Rohnert Park city,2019,43291.0
Rolling Hills city,2019,1845.0
Rolling Hills Estates city,2019,8058.0
Rosemead city,2019,54058.0
Roseville city,2019,141500.0
Ross town,2019,2451.0
Sacramento city,2019,513624.0
St. Helena city,2019,6102.0
Salinas city,2019,155465.0
San Anselmo town,2019,12476.0
San Bernardino city,2019,215784.0
San Bruno city,2019,42807.0
San Buenaventura (Ventura) city,2019,109106.0
San Carlos city,2019,30185.0
San Clemente city,2019,64558.0
Sand City city,2019,399.0
San Diego city,2019,1423851.0
San Dimas city,2019,33621.0
San Fernando city,2019,24322.0
San Francisco city,2019,881549.0
San Gabriel city,2019,39899.0
Sanger city,2019,25339.0
San Jacinto city,2019,49215.0
San Joaquin city,2019,4021.0
San Jose city,2019,1021795.0
San Juan Bautista city,2019,2104.0
San Juan Capistrano city,2019,35911.0
San Leandro city,2019,88815.0
San Luis Obispo city,2019,47459.0
San Marcos city,2019,96664.0
San Marino city,2019,13048.0
San Mateo city,2019,104430.0
San Pablo city,2019,30990.0
San Rafael city,2019,58440.0
San Ramon city,2019,75995.0
Santa Ana city,2019,332318.0
Santa Barbara city,2019,91364.0
Santa Clara city,2019,130365.0
Santa Clarita city,2019,212979.0
Santa Cruz city,2019,64608.0
Santa Fe Springs city,2019,17630.0
Santa Maria city,2019,107263.0
Santa Monica city,2019,90401.0
Santa Paula city,2019,29806.0
Santa Rosa city,2019,176753.0
Santee city,2019,58081.0
Saratoga city,2019,30153.0
Sausalito city,2019,7068.0
Scotts Valley city,2019,11757.0
Seal Beach city,2019,23896.0
Seaside city,2019,33748.0
Sebastopol city,2019,7674.0
Selma city,2019,24825.0
Shafter city,2019,20401.0
Shasta Lake city,2019,10413.0
Sierra Madre city,2019,10793.0
Signal Hill city,2019,11421.0
Simi Valley city,2019,125613.0
Solana Beach city,2019,13296.0
Soledad city,2019,25999.0
Solvang city,2019,5838.0
Sonoma city,2019,11024.0
Sonora city,2019,4864.0
South El Monte city,2019,20574.0
South Gate city,2019,93444.0
South Lake Tahoe city,2019,22197.0
South Pasadena city,2019,25329.0
South San Francisco city,2019,67789.0
Stanton city,2019,38139.0
Stockton city,2019,312697.0
Suisun City city,2019,29663.0
Sunnyvale city,2019,152703.0
Susanville city,2019,15010.0
Sutter Creek city,2019,2622.0
Taft city,2019,9272.0
Tehachapi city,2019,13011.0
Tehama city,2019,373.0
Temecula city,2019,114761.0
Temple City city,2019,35811.0
Thousand Oaks city,2019,126813.0
Tiburon town,2019,9084.0
Torrance city,2019,143592.0
Tracy city,2019,94740.0
Trinidad city,2019,355.0
Truckee town,2019,16735.0
Tulare city,2019,65496.0
Tulelake city,2019,978.0
Turlock city,2019,73631.0
Tustin city,2019,79348.0
Twentynine Palms city,2019,26073.0
Ukiah city,2019,15995.0
Union City city,2019,74107.0
Upland city,2019,77140.0
Vacaville city,2019,100670.0
Vallejo city,2019,121692.0
Vernon city,2019,110.0
Victorville city,2019,122385.0
Villa Park city,2019,5790.0
Visalia city,2019,134605.0
Vista city,2019,101638.0
Walnut city,2019,29685.0
Walnut Creek city,2019,70166.0
Wasco city,2019,28710.0
Waterford city,2019,8962.0
Watsonville city,2019,53856.0
Weed city,2019,2725.0
West Covina city,2019,105101.0
West Hollywood city,2019,36475.0
Westlake Village city,2019,8217.0
Westminster city,2019,90643.0
Westmorland city,2019,2254.0
West Sacramento city,2019,53519.0
Wheatland city,2019,3873.0
Whittier city,2019,85098.0
Wildomar city,2019,37229.0
Williams city,2019,5408.0
Willits city,2019,4890.0
Willows city,2019,6072.0
Windsor town,2019,27128.0
Winters city,2019,7315.0
Woodlake city,2019,7658.0
Woodland city,2019,60548.0
Woodside town,2019,5458.0
Yorba Linda city,2019,67644.0
Yountville city,2019,2966.0
Yreka city,2019,7518.0
Yuba City city,2019,67010.0
Yucaipa city,2019,53921.0
Yucca Valley town,2019,21777.0
